141,9,141,2017,0,44,1,250,F,0,0,2017,2017,0
142,10,142,2017,0,0,3,200,G,0,1,2017,2017,0
143,10,143,2016,0,1,2,200,G,0,0,2017,2016,0
144,10,144,2017,0,2,1,240,C,0,0,2017,2017,0
145,10,145,2016,0,3,2,210,G,0,0,2017,2016,0
146,10,146,2017,0,4,1,180,G,0,0,2017,2017,0
147,10,147,2014,2017,5,4,205,G,0,0,2017,2014,2017
148,10,148,2015,0,10,3,240,F,0,0,2017,2015,0
149,10,149,2016,0,11,4,205,F,0,1,2017,2016,0
150,10,150,2018,0,12,1,210,F,0,1,2017,2018,0
151,10,151,2018,0,13,2,210,G,1,1,2017,2018,0
152,10,152,2016,0,15,3,250,C,0,1,2017,2016,0
153,10,153,2017,0,22,1,200,G,0,0,2017,2017,0
154,10,154,2017,0,23,1,205,F,0,0,2017,2017,0
155,10,155,2016,0,24,2,205,G,0,0,2017,2016,0
156,10,156,2017,0,25,3,220,F,0,1,2017,2017,0
157,10,157,2016,0,30,1,195,G,0,0,2017,2016,0
158,11,158,2014,0,0,3,166,G,0,1,2017,2017,0
159,11,159,2015,0,1,3,180,G,0,0,2017,2015,0
160,11,160,2016,0,2,2,210,F,0,0,2017,2016,0
161,11,161,2014,0,3,4,205,G,0,0,2017,2014,0
162,11,162,2018,0,4,1,225,F,0,1,2017,2018,0
163,11,163,2014,2017,5,4,210,F,0,0,2017,2014,2017
164,11,164,2016,0,10,2,180,G,0,0,2017,2016,0
165,11,165,2014,0,11,3,175,G,1,0,2017,2014,0
166,11,166,2017,0,12,1,185,G,0,0,2017,2017,0
167,11,167,2016,0,13,2,185,G,0,0,2017,2016,0
168,11,168,2017,0,14,1,200,F,0,0,2017,2017,0
169,11,169,2015,0,15,2,220,F,0,1,2017,2017,0
170,11,170,2015,0,20,4,185,F,0,1,2017,2015,0
171,11,171,2016,0,24,4,185,G,0,1,2017,2016,0
172,11,172,2018,0,25,1,218,G,0,1,2017,2018,0
173,11,173,2015,0,33,3,225,F,0,0,2017,2015,0
